ghap_id,layer_id,title,record_type,latitude,longitude,datestart,dateend,linkback,created_at,updated_at,dataset_order,Country,Region,Description,HowManyPOWs,HowManyPOWsNotes,"Coordinates notes"
t7100,154,"Assumption Convent",Other,14.546,121.022,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",0,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Now a college. Burned down during the Liberation in 1945. https://www.assumption.edu.ph/history/"
t7101,154,"Ateneo de Manila",Other,14.64,121.078,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",1,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7102,154,"Bachrach Garage",Other,14.657,120.983,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",2,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimated coordinates. POW used to repair Japanese vehicles. (sources: http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Bachrach8.1.html; http://www.lougopal.com/manila/?p=3459)"
t7103,154,Bilibid,Other,14.382,121.029,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",3,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Bilibid3.1.html
t7104,154,"Camp Murphy",Other,14.609,121.064,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",4,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7105,154,"Christ the King Seminary",Other,14.624,121.03,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",5,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7106,154,"Doctors Hospital",Other,14.582,120.983,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",6,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7107,154,"Ft. McKinley",Other,14.679,121.072,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",7,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7108,154,"Ft. Santiago",Other,14.68,121.071,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",8,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7109,154,"Engineer Island",Other,14.632,120.955,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",9,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t710a,154,"Holy Ghost Children's Home",Other,14.723,121.058,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",10,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Uncertain; facility closed 10/2/1944).  (source: https://philippineinternment.com/?page_id=1331)"
t710b,154,"Hospicio de San Jose",Other,14.591,120.988,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",11,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t710c,154,"Las Pinas (at Paranaque)",Other,14.452,121.025,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",12,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t710d,154,"Malate Church",Other,14.57,120.985,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",13,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t710e,154,"Mary Chiles Hospital",Other,14.604,120.99,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",14,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t710f,154,"National Psychopathic Hospital",Other,14.581,121.044,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",15,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7110,154,"Nichols Field",Other,14.509,121.018,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",16,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Nichols4.1.html
t7111,154,"Nielson Field",Other,14.551,121.029,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",17,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7112,154,Paranaque,Other,14.47,121.02,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",18,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7113,154,"Phillipine T.B. Hospital",Other,14.618,121.0129,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",19,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7114,154,"Port Terminal Bldg",Other,14.592,120.975,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",20,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7115,154,"Remedio's Hospital",Other,14.615,120.989,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",21,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Uncertain/estimated location"
t7116,154,"San Lazaro Hospital",Other,14.614,120.981,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",22,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7117,154,"Santa Catalina Hospital",Other,14.597,120.983,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",23,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Uncertain location (Manila) https://www.nationalww2museum.org/war/articles/nurse-pows-bataan-and-corregidor"
t7118,154,"St. Joseph's Hospital",Other,14.616,120.983,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",24,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimated location"
t7119,154,"St. Luke's Hospital",Other,17.705,120.461,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",25,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t711a,154,"Santiago Hospital",Other,14.608,121.005,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",26,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimated location"
t711b,154,"Santo Tomas University",Other,14.611,120.991,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",27,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/UST1.html
t711c,154,"Sternberg General Hospital",Other,14.591,120.982,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",28,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t711d,154,"Sulphur Springs Hotel",Other,14.6,120.98,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",29,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimate/City location "
t711e,154,"Zablan Field",Other,14.35,121.4,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",30,"Phillipine Islands","Manila Area: 31","WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,https://pacificwrecks.com/airfields/philippines/zablan/index.html
t711f,154,"Baguio Hospital",Other,16.401,120.596,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",31,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7120,154,"Brent School",Other,16.415,120.605,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",32,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7121,154,"Camp John Hay",Other,16.399,120.609,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",33,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7122,154,"Camp Holmes",Other,16.466,120.599,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",34,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Holmes_Baguio3.1.html
t7123,154,Bayambang,Other,15.724,120.635,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",35,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7124,154,"Bilibid, New, at Mutinlupa",Other,14.296,121.075,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",36,"Phillipine Islands",Baguio,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7125,154,"Cabanatuan - I, II, III",Other,15.321,121.174,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",37,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Cabanatuan1.1.html
t7126,154,"Clark Field",Other,15.008,120.663,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",38,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Clark1.1.html
t7127,154,"Limay, Bataan",Other,14.642,120.575,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",39,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7128,154,"Lipa, Batangas",Other,13.699,121.179,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",40,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Batangas10.html
t7129,154,"Los Banos",Other,14.115,121.382,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",41,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/LosBanos1.html
t712a,154,Nasugubu,Other,13.913,120.855,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",42,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t712b,154,O'Donnell,Other,15.199,120.454,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",43,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Odonnell13.1.html
t712c,154,Paracale,Other,14.137,122.712,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",44,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t712d,154,Pasay,Other,14.483,121.031,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",45,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t712e,154,"P.O.W. Camp No.17",Other,14.6,120.971,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",46,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimate/City Location "
t712f,154,"San Juan Camp",Other,14.633,121.033,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",47,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"Estimate/San Juan Metro Manila coordinates"
t7130,154,Tagaytay,Other,14.153,121.201,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",48,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7131,154,Tarlac,Other,15.311,120.822,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",49,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7132,154,Tayabas,Other,14.062,121.63,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",50,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7133,154,"Tuy A.F.B",Other,13.923,120.828,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",51,"Phillipine Islands",Cabanatuan,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7134,154,Tagbilaran,Other,9.743,123.879,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",52,"Phillipine Islands",Bohol,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,"City location"
t7135,154,"Ft. Hughes",Other,14.2,120.729,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",53,"Phillipine Islands",Caballo,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7136,154,"Cebu City",Other,10.316,123.893,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",54,"Other Islands in the Phillipines",Cebu,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,
t7137,154,"Ft. Mills (Camp No. 7)",Other,14.383,120.567,1941,1945,https://en.wikipedia.org/wiki/List_of_Japanese-run_internment_camps_during_World_War_II,"2021-12-01 17:36:21","2023-12-11 17:48:22",55,"Other Islands in the Phillipines",Corregidor,"WWII Japanese Prisoner Of War camps, primarily from a printed map 'Japanese Prisoner Of War Camps During World War II, 1941-1945'. The years indicate the period of time covered by the map, not necessarily the times the camp existed. The coordinates are approximate and should not be regarded as the exact location.",,,http://philippinephilatelist.net/Collections/JapOcc/POW%20Camps/Corregidor7.1.html
