date,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
6/04/2018,29.9638,143.1684,9.27,4.9,mb,,124,2.985,0.96,us,us2000dvnv,"Izu Islands, Japan region",earthquake,7.9,4.2,0.037,225,reviewed,us,us
4/04/2018,37.3857,141.7787,36.05,4.5,mb,,116,0.921,0.75,us,us1000de33,"69km E of Namie, Japan",earthquake,7.5,7.1,0.078,48,reviewed,us,us
3/04/2018,27.4167,126.9905,10,4.5,mb,,87,1.28,0.42,us,us1000ddp1,"134km NW of Nago, Japan",earthquake,6.3,1.9,0.171,10,reviewed,us,us
3/04/2018,27.5464,126.8807,10,4.5,mb,,110,1.427,1.23,us,us1000ddjb,"151km NW of Nago, Japan",earthquake,4.7,1.9,0.099,30,reviewed,us,us
2/04/2018,30.0222,131.1771,40.63,4.8,mb,,114,3.103,0.74,us,us1000dck1,"80km SSE of Nishinoomote, Japan",earthquake,7.9,8.1,0.052,113,reviewed,us,us
2/04/2018,29.9493,131.1891,22.78,4.6,mb,,179,3.177,0.97,us,us1000dclu,"88km SSE of Nishinoomote, Japan",earthquake,10,7.4,0.096,32,reviewed,us,us
2/04/2018,31.6612,140.975,47.71,4.6,mb,,103,1.751,0.71,us,us1000dcbj,"192km SE of Hachijo-jima, Japan",earthquake,8.5,6.8,0.072,58,reviewed,us,us
2/04/2018,48.4374,154.1982,54.53,4.5,mb,,189,5.176,0.53,us,us2000dxku,"285km SSW of Severo-Kuril'sk, Russia",earthquake,12.8,10.8,0.078,48,reviewed,us,us
2/04/2018,30.0126,131.1529,37.24,4.5,mb,,138,3.111,1.03,us,us1000dcjh,"81km S of Nishinoomote, Japan",earthquake,8,3.5,0.089,37,reviewed,us,us
31/03/2018,29.0279,142.5582,10,4.5,mb,,149,1.953,0.88,us,us2000dvke,"218km N of Chichi-shima, Japan",earthquake,5.2,1.9,0.102,28,reviewed,us,us
29/03/2018,36.4375,140.7736,40.16,5,mwr,,113,1.428,1.32,us,us1000db68,"18km E of Funaishikawa, Japan",earthquake,6.3,5.1,0.071,19,reviewed,us,us
27/03/2018,23.6807,143.1239,46.25,5.2,mww,,49,3.505,1.32,us,us1000d9fj,"219km ESE of Iwo Jima, Japan",earthquake,9.5,4.8,0.086,13,reviewed,us,us
25/03/2018,32.5916,140.6901,50,5.7,mww,,29,0.903,0.9,us,us1000d8vk,"99km ESE of Hachijo-jima, Japan",earthquake,7.6,1.9,0.053,34,reviewed,us,us
25/03/2018,32.5225,140.6485,54.14,5,mb,,110,0.918,0.75,us,us1000d8wh,"100km SE of Hachijo-jima, Japan",earthquake,8.4,4.3,0.033,292,reviewed,us,us
23/03/2018,23.8435,125.3041,22.6,4.9,mb,,43,2.184,0.77,us,us1000d8at,"105km S of Hirara, Japan",earthquake,7.2,5.1,0.042,176,reviewed,us,us
23/03/2018,43.0836,139.4182,210.77,4.9,mb,,45,2.527,0.64,us,us1000d888,"89km W of Iwanai, Japan",earthquake,6.8,6.8,0.027,419,reviewed,us,us
23/03/2018,30.0307,142.4863,10,4.9,mb,,83,2.936,0.94,us,us1000d7z2,"Izu Islands, Japan region",earthquake,7.6,1.9,0.052,117,reviewed,us,us
22/03/2018,38.8556,142.1143,39.74,4.8,mwr,,85,1.433,0.58,us,us1000d7pc,"41km SE of Ofunato, Japan",earthquake,6.6,5.7,0.059,28,reviewed,us,us
21/03/2018,42.2748,141.4544,105.36,4.5,mb,,86,1.292,0.49,us,us1000d7ba,"31km SSE of Shiraoi, Japan",earthquake,5.8,6.7,0.066,68,reviewed,us,us
19/03/2018,35.2872,141.092,30.54,4.9,mwr,,72,2.411,0.93,us,us1000d6b2,"54km SSE of Hasaki, Japan",earthquake,6.3,4,0.075,17,reviewed,us,us
18/03/2018,45.3686,150.2496,79.51,5.2,mww,,51,5.44,1.28,us,us1000d66k,"186km E of Kuril'sk, Russia",earthquake,7.4,4.1,0.075,17,reviewed,us,us
14/03/2018,38.2829,141.8747,40.81,4.5,mb,,142,0.95,0.66,us,us1000d4f1,"52km ESE of Ishinomaki, Japan",earthquake,7.9,7.9,0.091,35,reviewed,us,us
13/03/2018,35.6791,140.8646,40.56,4.9,mb,,116,2.186,1.08,us,us1000d3qj,"6km SSE of Hasaki, Japan",earthquake,5.6,6.3,0.037,229,reviewed,us,us
12/03/2018,27.1435,128.3834,53.86,4.9,mb,,73,0.321,0.83,us,us1000d3bv,"73km NNE of Nago, Japan",earthquake,7.4,2.9,0.061,84,reviewed,us,us
12/03/2018,41.2079,142.6431,39.07,4.9,mwr,,123,0.893,1.06,us,us1000d3ak,"119km E of Mutsu, Japan",earthquake,7.4,6.4,0.098,10,reviewed,us,us
11/03/2018,28.6786,130.0455,22.44,4.7,mb,,76,2.416,0.68,us,us1000d30c,"64km ENE of Naze, Japan",earthquake,6.9,5.8,0.067,68,reviewed,us,us
11/03/2018,44.7709,149.1115,66.5,4.5,mb,,185,4.713,0.64,us,us1000d31u,"109km ESE of Kuril'sk, Russia",earthquake,7.3,10.5,0.052,111,reviewed,us,us
9/03/2018,41.1296,141.2932,94.28,4.8,mb,,129,0.381,0.97,us,us1000d22t,"18km SSE of Mutsu, Japan",earthquake,6.8,5.3,0.028,396,reviewed,us,us
8/03/2018,29.3372,142.2269,10,5.2,mww,,44,2.233,0.61,us,us1000d1bk,"249km N of Chichi-shima, Japan",earthquake,5.2,1.7,0.069,20,reviewed,us,us
8/03/2018,30.0743,141.4927,10,4.7,mb,,82,3.029,0.55,us,us1000d59d,"Izu Islands, Japan region",earthquake,5.2,1.8,0.089,38,reviewed,us,us
7/03/2018,45.7657,152.3817,32,5.8,mww,,50,6.764,0.7,us,us2000ddm5,East of the Kuril Islands,earthquake,7.9,1.8,0.063,24,reviewed,us,us
6/03/2018,26.658,127.805,50.39,4.6,mb,,61,0.454,1.09,us,us2000dcvm,"18km WNW of Nago, Japan",earthquake,7.1,6.6,0.051,116,reviewed,us,us
6/03/2018,43.825,147.4735,35,4.6,mb,,133,3.535,0.83,us,us2000dcn9,"60km E of Shikotan, Russia",earthquake,8.2,2,0.038,206,reviewed,us,us
5/03/2018,29.8056,142.1344,10,4.9,mb,,117,2.7,0.67,us,us2000dcdj,"Izu Islands, Japan region",earthquake,6.8,1.8,0.049,132,reviewed,us,us
5/03/2018,29.7715,141.9978,10,4.7,mb,,138,2.671,0.81,us,us2000dcm5,"298km N of Chichi-shima, Japan",earthquake,8.8,1.9,0.074,56,reviewed,us,us
5/03/2018,29.7601,142.3878,21.78,4.6,mb,,142,2.66,0.99,us,us1000d4br,"297km N of Chichi-shima, Japan",earthquake,6.3,5.5,0.146,14,reviewed,us,us
4/03/2018,45.0674,147.7711,104,5.4,mww,,61,3.818,1.14,us,us2000dc4z,"20km SSW of Kuril'sk, Russia",earthquake,8.7,1.9,0.062,25,reviewed,us,us
4/03/2018,29.7665,142.1296,30.44,4.6,mb,,134,2.661,0.91,us,us2000dc6j,"297km N of Chichi-shima, Japan",earthquake,8.7,5.9,0.06,83,reviewed,us,us
2/03/2018,33.4383,140.8098,92.35,4.5,mb,,115,0.894,0.75,us,us2000dbft,"101km ENE of Hachijo-jima, Japan",earthquake,7.2,6.6,0.041,178,reviewed,us,us
2/03/2018,29.1793,130.466,10,4.5,mb,,59,3.034,0.48,us,us2000daxi,"131km NE of Naze, Japan",earthquake,7.4,1.9,0.066,68,reviewed,us,us
1/03/2018,48.2362,154.2331,70.46,4.6,mb,,137,5.352,0.61,us,us2000d9k5,Kuril Islands,earthquake,7.2,7.3,0.071,60,reviewed,us,us
28/02/2018,38.2102,144.5675,10,4.6,mb,,139,3.002,0.82,us,us2000d936,"261km ESE of Kamaishi, Japan",earthquake,8,1.9,0.047,135,reviewed,us,us
27/02/2018,37.6542,141.669,47.95,4.6,mb,,134,0.729,0.58,us,us2000d8wj,"62km ENE of Namie, Japan",earthquake,6.3,6.7,0.066,69,reviewed,us,us
27/02/2018,49.562,155.7885,57.07,4.6,mb,,126,3.747,0.96,us,us2000d8jt,"126km S of Severo-Kuril'sk, Russia",earthquake,8,7.6,0.075,53,reviewed,us,us
25/02/2018,37.5968,141.7329,30.57,5.6,mww,,60,0.795,0.66,us,us2000d7pu,"65km ENE of Namie, Japan",earthquake,6,3.2,0.071,19,reviewed,us,us
24/02/2018,34.5766,141.7403,8,5,mb,,123,2.166,0.78,us,us2000d7c6,"144km ESE of Ohara, Japan",earthquake,6.8,4.6,0.067,70,reviewed,us,us
24/02/2018,37.3421,141.3009,35.63,4.6,mb,,128,0.664,0.7,us,us2000d7av,"30km ESE of Namie, Japan",earthquake,6.1,7,0.072,57,reviewed,us,us
21/02/2018,50.2395,155.2213,147.3,4.8,mb,,164,3.26,0.58,us,us2000d5rs,"80km SW of Severo-Kuril'sk, Russia",earthquake,11.4,8.4,0.036,234,reviewed,us,us
20/02/2018,28.872,142.6645,20.76,4.5,mb,,144,1.819,0.79,us,us2000d58n,"203km NNE of Chichi-shima, Japan",earthquake,10.6,6.5,0.128,18,reviewed,us,us
18/02/2018,32.802,132.1368,42.04,5,mww,,59,1.107,1.33,us,us2000d4a3,"27km SE of Saiki, Japan",earthquake,6.8,5,0.059,28,reviewed,us,us
18/02/2018,37.1425,140.1271,106.04,4.5,mb,,115,0.896,0.72,us,us2000d45b,"20km NNE of Kuroiso, Japan",earthquake,7.1,6.8,0.06,82,reviewed,us,us
16/02/2018,33.0003,140.1304,137.3,4.5,mb,,117,0.289,1.12,us,us2000d3aj,"32km ESE of Hachijo-jima, Japan",earthquake,8.6,5.7,0.079,47,reviewed,us,us
13/02/2018,31.092,138.2442,10,4.5,mb,,105,2.406,0.88,us,us2000d6y0,"265km SW of Hachijo-jima, Japan",earthquake,7.6,1.9,0.104,27,reviewed,us,us
12/02/2018,28.0614,128.0841,39.55,4.5,mb,,84,1.232,0.97,us,us2000d17a,"141km WSW of Naze, Japan",earthquake,6.4,9.4,0.09,36,reviewed,us,us
12/02/2018,38.7344,144.6161,10,4.5,mb,,127,3.131,0.95,us,us2000d13w,"243km ESE of Kamaishi, Japan",earthquake,6.1,1.9,0.073,55,reviewed,us,us
11/02/2018,32.3277,140.4019,10,4.8,mb,,97,0.928,0.89,us,us2000d0hg,"101km SE of Hachijo-jima, Japan",earthquake,3.1,1.8,0.031,322,reviewed,us,us
11/02/2018,42.8508,145.6963,45.7,4.5,mb,,183,2.056,0.42,us,us2000d0jf,"53km S of Nemuro, Japan",earthquake,4.7,10.6,0.128,18,reviewed,us,us
10/02/2018,36.0763,129.2983,5.4,4.7,mww,,22,1.547,0.57,us,us2000d0cy,"6km SW of Heung-hai, South Korea",earthquake,3.3,3.8,0.078,16,reviewed,us,us
10/02/2018,46.6756,155.2455,23.06,4.6,mb,,173,6.631,0.95,us,us2000d0as,East of the Kuril Islands,earthquake,4.4,6.2,0.053,105,reviewed,us,us
8/02/2018,36.0018,139.2474,73.22,4.5,mb,,83,1.002,0.83,us,us2000cyv6,"5km SSW of Ogawa, Japan",earthquake,6.4,8.3,0.061,79,reviewed,us,us
8/02/2018,42.6717,146.8038,65.04,4.5,mb,,170,2.781,0.56,us,us2000cykb,"123km SE of Nemuro, Japan",earthquake,10.8,8.2,0.055,99,reviewed,us,us
7/02/2018,41.4786,144.1878,10,4.6,mb,,138,0.939,0.95,us,us1000cidt,"166km S of Kushiro, Japan",earthquake,7.5,1.9,0.069,62,reviewed,us,us
7/02/2018,44.1067,148.042,61.59,4.6,mb,,165,3.924,0.77,us,us1000ci3a,"111km ENE of Shikotan, Russia",earthquake,10.1,8.7,0.046,145,reviewed,us,us
6/02/2018,26.8275,129.4155,26.91,4.8,mb,,129,1.021,0.61,us,us1000chas,"145km E of Nago, Japan",earthquake,5.9,5.7,0.058,93,reviewed,us,us
6/02/2018,26.0563,128.4904,12.7,4.6,mb,,78,0.8,0.77,us,us2000d38t,"69km ESE of Haebaru, Japan",earthquake,5.7,3.5,0.078,49,reviewed,us,us
5/02/2018,26.9834,140.1995,477.84,5.4,mww,,39,1.774,0.81,us,us1000cga3,"200km W of Chichi-shima, Japan",earthquake,9.2,3.7,0.069,20,reviewed,us,us
1/02/2018,37.1964,142.0206,23.81,4.5,mb,,129,1.186,1.18,us,us1000cdq5,"95km ESE of Namie, Japan",earthquake,6.9,6.1,0.063,74,reviewed,us,us
31/01/2018,36.3073,141.0725,47.25,4.8,mb,,133,1.575,0.75,us,us2000crkh,"42km E of Oarai, Japan",earthquake,7.4,7.4,0.067,68,reviewed,us,us
30/01/2018,44.4515,149.2646,59.71,4.8,mb,,140,4.801,0.51,us,us2000cr6m,"139km SE of Kuril'sk, Russia",earthquake,7.9,7.4,0.061,82,reviewed,us,us
30/01/2018,42.0079,142.5396,60.2,4.7,mww,,100,0.46,0.97,us,us2000crgs,"38km SSE of Shizunai, Japan",earthquake,5.7,4.9,0.089,12,reviewed,us,us
30/01/2018,44.5235,149.2329,52.89,4.5,mb,,136,4.781,0.6,us,us2000cr6k,"132km SE of Kuril'sk, Russia",earthquake,10.5,8,0.063,74,reviewed,us,us
29/01/2018,41.022,142.3731,50.32,4.8,mb,,134,1.018,0.88,us,us2000cqua,"93km NE of Hachinohe, Japan",earthquake,4.1,7.1,0.059,87,reviewed,us,us
27/01/2018,40.1907,142.319,51.7,4.8,mww,,133,1.128,0.6,us,us2000cqfs,"69km NNE of Miyako, Japan",earthquake,6.8,5.6,0.117,7,reviewed,us,us
25/01/2018,48.1734,154.6236,35.15,4.5,mb,,171,5.313,1.05,us,us1000chkb,"299km SSW of Severo-Kuril'sk, Russia",earthquake,10.9,10.9,0.109,25,reviewed,us,us
24/01/2018,41.1034,142.4323,31,6.3,mww,,51,1.061,0.88,us,us2000cnnl,"101km ENE of Misawa, Japan",earthquake,6.3,1.8,0.06,27,reviewed,us,us
24/01/2018,26.4351,140.7927,487.91,4.7,mb,,37,1.407,0.94,us,us2000cnj8,"158km WSW of Chichi-shima, Japan",earthquake,9.6,6.3,0.028,398,reviewed,us,us
24/01/2018,23.6562,142.0818,87.09,4.5,mb,,161,3.426,0.65,us,us1000ceid,"146km SSE of Iwo Jima, Japan",earthquake,15.7,6.2,0.115,22,reviewed,us,us
23/01/2018,36.4138,140.9276,23.91,4.5,mb,,154,1.456,1.34,us,us2000cnh0,"31km ENE of Oarai, Japan",earthquake,5.3,5.7,0.14,15,reviewed,us,us
20/01/2018,44.5925,149.2,45.22,5,mb,,136,4.761,0.61,us,us2000clqr,"126km SE of Kuril'sk, Russia",earthquake,9.4,7.4,0.057,98,reviewed,us,us
19/01/2018,43.654,146.3326,92.86,4.9,mb,,104,2.743,0.79,us,us2000cl4d,"35km WSW of Shikotan, Russia",earthquake,7.4,6.5,0.038,219,reviewed,us,us
18/01/2018,27.4612,141.8255,50.71,5,mb,,51,0.484,0.89,us,us2000ckm2,"57km NW of Chichi-shima, Japan",earthquake,8,2.5,0.047,148,reviewed,us,us
15/01/2018,30.5516,132.0594,19.68,4.5,mww,,133,2.756,0.78,us,us2000cjrx,"103km E of Nishinoomote, Japan",earthquake,6.9,4.4,0.117,7,reviewed,us,us
15/01/2018,46.5637,129.6468,10,4.5,mb,,99,1.946,0.52,us,us2000cjmz,"28km NNE of Yilan, China",earthquake,9.2,1.9,0.088,38,reviewed,us,us
14/01/2018,41.8465,143.2019,46.22,4.9,mb,,132,0.171,0.99,us,us2000cjfs,"87km SE of Shizunai, Japan",earthquake,7.2,7,0.061,85,reviewed,us,us
14/01/2018,26.6489,130.3505,10,4.5,mb,,106,1.138,0.79,us,us2000cpw6,"208km SSE of Naze, Japan",earthquake,5.8,1.9,0.156,12,reviewed,us,us
13/01/2018,30.7198,131.9416,10,4.6,mb,,135,2.563,1.01,us,us2000cpuw,"90km E of Nishinoomote, Japan",earthquake,5.8,1.8,0.114,23,reviewed,us,us
12/01/2018,30.6844,131.8873,10,4.9,mb,,68,2.58,0.8,us,us2000cit8,"85km E of Nishinoomote, Japan",earthquake,4.7,1.9,0.052,116,reviewed,us,us
12/01/2018,27.7807,142.9868,10,4.6,mb,,52,0.987,0.48,us,us2000ciup,"108km NE of Chichi-shima, Japan",earthquake,6.3,1.3,0.058,90,reviewed,us,us
12/01/2018,27.7481,142.8973,10,4.5,mb,,161,0.907,0.59,us,us2000cprj,"99km NE of Chichi-shima, Japan",earthquake,10.2,2,0.156,12,reviewed,us,us
11/01/2018,23.7157,126.7353,10,5.1,mb,,80,3.404,0.66,us,us2000ci0w,"190km SE of Hirara, Japan",earthquake,7.3,1.8,0.05,131,reviewed,us,us
10/01/2018,30.7376,132.0337,32.1,4.9,mb,,135,2.575,1.19,us,us2000cnve,"98km E of Nishinoomote, Japan",earthquake,7.3,6.2,0.057,98,reviewed,us,us
10/01/2018,42.5328,142.3851,115.19,4.7,mb,,79,0.772,0.71,us,us1000c33d,"22km N of Shizunai, Japan",earthquake,5.3,6.6,0.052,112,reviewed,us,us
9/01/2018,35.3367,141.199,18.93,5.4,mb,,37,2.495,0.78,us,us1000c2w5,"55km SE of Hasaki, Japan",earthquake,5.4,2.3,0.036,256,reviewed,us,us
9/01/2018,35.4154,141.195,34.54,5,mb,,133,2.47,0.64,us,us1000c2vw,"48km SE of Hasaki, Japan",earthquake,5.8,3.6,0.066,73,reviewed,us,us
9/01/2018,29.5822,140.4155,47.1,4.7,mb,,96,2.927,1.07,us,us1000c2pv,"Izu Islands, Japan region",earthquake,3.8,6.5,0.084,43,reviewed,us,us
9/01/2018,29.5782,140.0974,31.46,4.5,mb,,109,3.082,0.47,us,us2000cn7q,"Izu Islands, Japan region",earthquake,8.9,2.9,0.108,27,reviewed,us,us
8/01/2018,33.7236,132.1526,58.94,4.6,mb,,84,1.222,0.98,us,us1000c26y,"27km S of Yanai, Japan",earthquake,6.1,6.8,0.073,56,reviewed,us,us
6/01/2018,28.9538,142.3725,10,4.7,mb,,141,1.858,0.51,us,us1000c1eh,"207km N of Chichi-shima, Japan",earthquake,5.6,1.9,0.066,69,reviewed,us,us
6/01/2018,46.547,154.2383,10,4.6,mb,,192,6.938,1.08,us,us1000c1ii,East of the Kuril Islands,earthquake,9.8,1.9,0.09,37,reviewed,us,us
6/01/2018,40.7851,142.5355,50.07,4.6,mb,,115,1.116,0.97,us,us1000c1ep,"93km ENE of Hachinohe, Japan",earthquake,8.2,7.4,0.069,63,reviewed,us,us
5/01/2018,35.582,140.0131,73.41,4.8,mwr,,39,1.75,1.14,us,us1000c14l,"9km NW of Ichihara, Japan",earthquake,2.5,4.7,0.08,15,reviewed,us,us
5/01/2018,34.8211,139.2303,14.67,4.7,mb,,66,0.874,0.87,us,us1000c18s,"21km SE of Ito, Japan",earthquake,4,1.6,0.059,86,reviewed,us,us
5/01/2018,29.6055,140.5766,10,4.6,mb,,97,2.874,0.67,us,us1000c107,"Izu Islands, Japan region",earthquake,4.6,1.9,0.058,88,reviewed,us,us
5/01/2018,34.846,139.2678,12.24,4.5,mb,,128,0.908,0.72,us,us1000c1ag,"21km SE of Ito, Japan",earthquake,3.6,4.3,0.099,34,reviewed,us,us
4/01/2018,29.6604,140.2602,10,4.6,mb,,94,3.066,0.93,us,us1000c0nq,"Izu Islands, Japan region",earthquake,9.7,1.9,0.088,39,reviewed,us,us
4/01/2018,29.5673,140.5203,17.29,4.6,mb,,100,2.866,1.01,us,us1000c0nl,"Izu Islands, Japan region",earthquake,8.2,5.6,0.084,42,reviewed,us,us
3/01/2018,29.6374,140.5205,9.46,5.5,mww,,18,2.926,1.05,us,us1000bzhb,"Izu Islands, Japan region",earthquake,6.7,3.1,0.052,36,reviewed,us,us
3/01/2018,29.6113,140.5166,10,5.1,mb,,94,2.905,0.8,us,us1000bzi4,"Izu Islands, Japan region",earthquake,7,1.8,0.066,74,reviewed,us,us
3/01/2018,29.6058,140.4409,10,4.7,mb,,99,2.935,1.14,us,us2000ckdv,"Izu Islands, Japan region",earthquake,8.2,1.9,0.12,21,reviewed,us,us
3/01/2018,29.5489,140.3036,10,4.6,mb,,146,2.953,0.67,us,us2000ckea,"Izu Islands, Japan region",earthquake,13.5,1.9,0.107,26,reviewed,us,us
2/01/2018,44.0175,147.9473,69.86,4.7,mb,,138,3.86,0.78,us,us1000bz06,"101km ENE of Shikotan, Russia",earthquake,9.3,8.3,0.047,137,reviewed,us,us
2/01/2018,29.5079,140.5556,10,4.5,mb,,97,2.799,0.63,us,us1000bz6f,"Izu Islands, Japan region",earthquake,10.5,1.9,0.07,60,reviewed,us,us
2/01/2018,35.5756,140.0338,42.22,4.5,mb,,78,1.761,1.21,us,us1000byzd,"7km NW of Ichihara, Japan",earthquake,6.2,7.6,0.063,73,reviewed,us,us
