date,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
31/07/2018,37.1788,141.0967,10.9,5.5,mww,,33,0.73,0.75,us,us2000gi03,"23km NE of Iwaki, Japan",earthquake,4.9,1.1,0.045,47,reviewed,us,us
31/07/2018,44.5287,148.1877,97.03,4.5,mb,,140,4.035,0.6,us,us2000gi1p,"81km SSE of Kuril'sk, Russia",earthquake,9.6,8.7,0.049,125,reviewed,us,us
30/07/2018,47.6266,153.7053,35,4.7,mb,,132,6.26,0.76,us,us2000ghj8,Kuril Islands,earthquake,8.1,1.8,0.045,150,reviewed,us,us
30/07/2018,47.0404,154.4987,10,4.5,mb,,111,8.846,0.68,us,us1000g2ld,Kuril Islands,earthquake,11.2,1.9,0.163,11,reviewed,us,us
29/07/2018,45.7361,151.406,35,5,mww,,121,6.109,0.87,us,us2000ggni,"280km ENE of Kuril'sk, Russia",earthquake,8.3,1.9,0.08,15,reviewed,us,us
29/07/2018,45.7269,151.4948,47.59,4.7,mb,,186,6.171,0.98,us,us2000ggxe,"287km ENE of Kuril'sk, Russia",earthquake,10.8,9.4,0.086,41,reviewed,us,us
29/07/2018,49.6567,155.9638,54.47,4.7,mb,,135,3.768,0.57,us,us2000ggkm,"114km S of Severo-Kuril'sk, Russia",earthquake,10.7,6.4,0.045,148,reviewed,us,us
29/07/2018,45.5105,151.6103,35,4.7,mb,,135,6.307,0.61,us,us2000ggj8,"293km E of Kuril'sk, Russia",earthquake,7.4,1.9,0.031,318,reviewed,us,us
29/07/2018,36.9244,139.7469,10,4.5,mb,,137,1.256,0.89,us,us2000gge9,"21km NW of Yaita, Japan",earthquake,4.9,1.9,0.121,20,reviewed,us,us
28/07/2018,30.6506,141.752,22.15,4.9,mb,,97,2.959,0.55,us,us2000gfqx,"Izu Islands, Japan region",earthquake,7.7,5.1,0.033,289,reviewed,us,us
27/07/2018,45.3744,148.0191,139.66,4.9,mb,,49,3.982,0.78,us,us2000gexr,"18km NE of Kuril'sk, Russia",earthquake,8.1,5.9,0.023,608,reviewed,us,us
27/07/2018,26.2655,128.847,16.11,4.6,mb,,72,0.766,0.67,us,us2000gewh,"93km ESE of Nago, Japan",earthquake,6,4.8,0.076,52,reviewed,us,us
25/07/2018,25.3772,130.4836,10,5.3,mww,,44,0.8,0.75,us,us2000gd8e,"282km ESE of Haebaru, Japan",earthquake,6.3,1.8,0.054,33,reviewed,us,us
25/07/2018,46.6511,152.6648,35,4.6,mb,,92,6.806,0.94,us,us2000gdgf,Kuril Islands,earthquake,9.1,2,0.045,148,reviewed,us,us
25/07/2018,37.5147,141.2729,52.55,4.5,mb,,133,0.521,1.17,us,us2000gdny,"24km E of Namie, Japan",earthquake,7.3,6.5,0.054,102,reviewed,us,us
24/07/2018,25.931,128.5219,5.68,4.5,mb,,84,0.928,1.47,us,us2000gf7h,"79km SE of Haebaru, Japan",earthquake,7.1,6.1,0.204,7,reviewed,us,us
23/07/2018,45.1211,148.1899,128.8,5.1,mb,,40,4.119,0.8,us,us2000gc43,"27km ESE of Kuril'sk, Russia",earthquake,4.1,4.8,0.023,641,reviewed,us,us
23/07/2018,27.1198,143.3544,10,4.8,mb,,151,1.043,0.68,us,us2000gbrp,"112km E of Chichi-shima, Japan",earthquake,9.8,1.9,0.085,43,reviewed,us,us
19/07/2018,37.1264,141.1818,53.62,4.5,mb,,141,0.804,1.23,us,us2000g8pl,"27km ENE of Iwaki, Japan",earthquake,7,3.4,0.068,63,reviewed,us,us
18/07/2018,35.7832,141.5061,37.04,4.6,mb,,122,2.159,1.06,us,us2000g7sq,"61km E of Hasaki, Japan",earthquake,7,7.6,0.065,70,reviewed,us,us
17/07/2018,31.3888,128.1405,8.83,4.7,mb,,87,2.893,0.77,us,us2000g784,"158km SSW of Fukue, Japan",earthquake,7.3,5,0.072,58,reviewed,us,us
17/07/2018,45.6859,151.754,35,4.6,mb,,171,6.357,1.18,us,us2000g9uh,Kuril Islands,earthquake,9.8,2,0.194,8,reviewed,us,us
17/07/2018,43.576,147.3487,35,4.5,mb,,166,3.456,0.79,us,us2000g6sw,"56km ESE of Shikotan, Russia",earthquake,4.6,2,0.065,70,reviewed,us,us
16/07/2018,36.4291,140.7671,45.06,4.9,mb,,63,1.177,1.33,us,us2000g6hc,"18km ESE of Funaishikawa, Japan",earthquake,6.8,5.7,0.034,273,reviewed,us,us
16/07/2018,35.4722,141.1784,27.05,4.7,mb,,121,2.412,1.3,us,us2000g5vm,"42km SE of Hasaki, Japan",earthquake,5.1,5.3,0.071,60,reviewed,us,us
16/07/2018,36.4826,140.781,52.58,4.5,mb,,138,1.383,1.1,us,us2000g6hu,"17km SE of Hitachi, Japan",earthquake,7.6,9.6,0.105,27,reviewed,us,us
15/07/2018,42.2875,143.0264,59.34,4.9,mww,,103,0.289,0.79,us,us2000g5pd,"54km E of Shizunai, Japan",earthquake,7.2,4.9,0.071,19,reviewed,us,us
13/07/2018,24.0126,126.3499,10,4.6,mb,,92,3.081,0.9,us,us2000g4ns,"138km SE of Hirara, Japan",earthquake,8.6,1.9,0.079,48,reviewed,us,us
13/07/2018,32.0106,129.0367,18.52,4.5,mb,,108,1.91,1.02,us,us2000g3tb,"77km SSE of Fukue, Japan",earthquake,6.8,5.3,0.106,26,reviewed,us,us
12/07/2018,23.5464,143.8489,10,5.1,mb,,64,3.841,0.63,us,us2000g2pz,"290km ESE of Iwo Jima, Japan",earthquake,9.3,1.8,0.029,382,reviewed,us,us
12/07/2018,23.5443,143.8291,8.43,5,mb,,38,3.836,0.77,us,us2000g2n8,"288km ESE of Iwo Jima, Japan",earthquake,9.3,3.8,0.047,142,reviewed,us,us
12/07/2018,38.2054,142.2318,35.18,4.7,mwr,,116,1.187,0.85,us,us2000g2u7,"84km ESE of Ishinomaki, Japan",earthquake,6.8,5.8,0.06,27,reviewed,us,us
10/07/2018,36.2766,141.6769,32.47,4.9,mb,,128,1.74,0.95,us,us2000g0vx,"96km E of Oarai, Japan",earthquake,5.9,4.9,0.039,201,reviewed,us,us
10/07/2018,41.563,142.0908,51.06,4.9,mwr,,124,0.916,0.64,us,us2000g0vl,"79km ENE of Mutsu, Japan",earthquake,5.5,5.1,0.098,10,reviewed,us,us
10/07/2018,36.2748,141.669,36.98,4.5,mb,,158,1.739,0.91,us,us2000g0wm,"96km NE of Hasaki, Japan",earthquake,8,9.4,0.136,16,reviewed,us,us
8/07/2018,32.2573,141.9467,10,4.7,mb,,122,1.991,0.78,us,us2000g025,"221km ESE of Hachijo-jima, Japan",earthquake,5.4,1.9,0.1,30,reviewed,us,us
8/07/2018,35.1702,140.7261,39.09,4.5,mb,,140,2.146,0.56,us,us2000g42t,"32km ESE of Ohara, Japan",earthquake,7.1,8.8,0.132,17,reviewed,us,us
7/07/2018,35.1073,140.6424,40,5.9,mww,,37,2.066,0.97,us,us2000fz0q,"28km SE of Ohara, Japan",earthquake,6.2,1.9,0.058,29,reviewed,us,us
7/07/2018,27.8968,142.0035,56.92,4.6,mb,,158,0.814,1.41,us,us2000g33n,"92km NNW of Chichi-shima, Japan",earthquake,9.7,12.2,0.158,12,reviewed,us,us
7/07/2018,48.3412,146.3401,483.47,4.6,mb,,114,2.787,0.65,us,us2000fyyt,"199km WSW of Vostok, Russia",earthquake,11,8.8,0.049,125,reviewed,us,us
5/07/2018,29.3529,141.3128,35,4.5,mb,,137,2.376,1.38,us,us2000g2br,"266km NNW of Chichi-shima, Japan",earthquake,11.8,2,0.163,11,reviewed,us,us
3/07/2018,32.4682,132.0448,40.21,4.5,mb,,74,1.181,0.76,us,us2000fvs6,"37km ESE of Nobeoka, Japan",earthquake,6.1,6.7,0.052,110,reviewed,us,us
2/07/2018,41.2557,142.7104,37.82,5.2,mb,,114,0.829,0.98,us,us2000ftxe,"123km SSE of Shizunai, Japan",earthquake,6.8,5.3,0.036,256,reviewed,us,us
2/07/2018,29.904,142.266,10,4.6,mb,,132,2.798,0.62,us,us2000ftfs,"Izu Islands, Japan region",earthquake,10.1,1.9,0.122,20,reviewed,us,us
1/07/2018,46.9633,144.9542,392.59,5.6,mww,,105,1.502,1,us,us2000ft89,"168km ESE of Dolinsk, Russia",earthquake,9.9,3.7,0.05,38,reviewed,us,us
1/07/2018,41.5109,142.0835,54.39,4.9,mww,,118,0.948,0.77,us,us2000ft42,"76km ENE of Mutsu, Japan",earthquake,7.6,4.2,0.075,17,reviewed,us,us
29/06/2018,34.9902,140.2975,32.36,4.6,mb,,118,1.767,0.81,us,us2000fxjc,"15km S of Katsuura, Japan",earthquake,6.2,6.4,0.141,15,reviewed,us,us
27/06/2018,48.4187,154.2104,67,4.5,mb,,171,5.19,0.64,us,us1000f3dn,"287km SSW of Severo-Kuril'sk, Russia",earthquake,12.1,9,0.059,83,reviewed,us,us
26/06/2018,39.336,142.1222,39.72,4.8,mb,,140,1.663,0.79,us,us1000f23y,"19km E of Otsuchi, Japan",earthquake,7.1,6.6,0.065,72,reviewed,us,us
26/06/2018,29.1628,130.4848,10,4.8,mb,,70,3.033,0.85,us,us1000f1yl,"131km NE of Naze, Japan",earthquake,7.1,1.9,0.052,114,reviewed,us,us
26/06/2018,34.8713,132.816,35.34,4.6,mb,,63,1.436,0.79,us,us1000f1zq,"8km NNW of Miyoshi, Japan",earthquake,2.6,8.3,0.072,58,reviewed,us,us
25/06/2018,29.0425,130.4531,10,4.6,mb,,70,2.924,0.76,us,us1000f0qa,"120km NE of Naze, Japan",earthquake,6.1,1.7,0.063,74,reviewed,us,us
24/06/2018,43.6068,147.497,86.65,4.6,mb,,118,3.567,0.61,us,us1000f09r,"66km ESE of Shikotan, Russia",earthquake,10.4,7.8,0.071,59,reviewed,us,us
19/06/2018,41.2924,145.114,10,4.6,mb,,167,1.634,1.01,us,us1000eyqx,"196km SSE of Kushiro, Japan",earthquake,7.9,1.9,0.206,7,reviewed,us,us
18/06/2018,34.788,135.61,10,4.6,mb,,89,1.291,0.52,us,us1000eum3,"2km NNW of Neyagawa, Japan",earthquake,6.1,1.9,0.092,35,reviewed,us,us
17/06/2018,34.8246,135.6389,10.34,5.5,mww,,22,1.254,0.7,us,us1000eu1c,"1km NW of Hirakata, Japan",earthquake,2.5,3.5,0.071,19,reviewed,us,us
17/06/2018,42.746,145.2894,55.35,4.7,mb,,160,1.74,0.73,us,us1000eu0w,"68km SSW of Nemuro, Japan",earthquake,8.8,7.6,0.051,115,reviewed,us,us
17/06/2018,36.5135,139.1346,11.23,4.6,mb,,118,0.75,0.69,us,us1000etmq,"12km ENE of Shibukawa, Japan",earthquake,4.2,4.4,0.056,96,reviewed,us,us
17/06/2018,38.7988,142.1016,39.68,4.5,mb,,156,1.387,0.55,us,us1000etyq,"45km SE of Ofunato, Japan",earthquake,9.1,8.6,0.136,16,reviewed,us,us
16/06/2018,35.2647,140.4852,35,4.7,mb,,118,2.215,0.92,us,us1000esyk,"9km E of Ohara, Japan",earthquake,6.1,2,0.08,48,reviewed,us,us
13/06/2018,30.078,140.954,91.39,4.7,mb,,113,3.162,0.99,us,us1000epke,"Izu Islands, Japan region",earthquake,8.1,7,0.044,156,reviewed,us,us
13/06/2018,35.5812,140.1624,70.17,4.5,mb,,137,1.855,0.58,us,us1000er1c,"4km SE of Chiba-shi, Japan",earthquake,7.2,8.1,0.116,22,reviewed,us,us
12/06/2018,50.5863,156.3543,84.62,5.2,mb,,74,2.659,1.12,us,us1000epg1,"19km ESE of Severo-Kuril'sk, Russia",earthquake,8,5.4,0.024,560,reviewed,us,us
12/06/2018,42.5704,145.2129,44.37,4.6,mb,,102,1.623,0.85,us,us1000ep50,"82km ESE of Kushiro, Japan",earthquake,7.6,7.8,0.054,103,reviewed,us,us
11/06/2018,31.295,131.3679,30,5.4,mww,,38,1.871,0.88,us,us1000enmb,"22km SE of Kushima, Japan",earthquake,6.6,1.9,0.062,25,reviewed,us,us
11/06/2018,35.1148,140.5461,35,4.9,mww,,99,0.27,0.78,us,us1000enn2,"21km SE of Ohara, Japan",earthquake,6.4,1.9,0.068,21,reviewed,us,us
11/06/2018,31.3566,131.6286,35,4.8,mb,,117,5.376,0.8,us,us1000erl0,"36km SE of Nichinan, Japan",earthquake,10.1,1.9,0.149,14,reviewed,us,us
10/06/2018,27.2865,143.3872,10,5,mb,,67,1.088,0.54,us,us1000emqz,"118km ENE of Chichi-shima, Japan",earthquake,7.7,1.8,0.034,282,reviewed,us,us
10/06/2018,30.4455,131.3552,10,4.5,mb,,175,2.702,1.27,us,us1000erix,"46km SE of Nishinoomote, Japan",earthquake,9.3,2,0.541,3,reviewed,us,us
9/06/2018,43.8243,145.9304,84.43,4.7,mb,,130,2.427,0.63,us,us1000emc5,"23km SSE of Yuzhno-Kuril'sk, Russia",earthquake,7.6,5.1,0.05,123,reviewed,us,us
7/06/2018,35.7724,140.8425,46.19,4.6,mb,,141,2.093,0.97,us,us1000ekcn,"4km N of Hasaki, Japan",earthquake,7.1,8.1,0.125,19,reviewed,us,us
7/06/2018,35.7961,140.2276,50.92,4.5,mb,,127,1.8,0.8,us,us1000ekp2,"8km N of Sakura, Japan",earthquake,7.1,7.9,0.106,26,reviewed,us,us
4/06/2018,36.5547,142.1138,24.3,4.6,mb,,138,1.684,0.46,us,us1000elap,"122km ESE of Iwaki, Japan",earthquake,5.1,6.7,0.273,4,reviewed,us,us
3/06/2018,29.9426,141.7798,35,4.5,mb,,138,2.858,0.9,us,us1000ekh5,"Izu Islands, Japan region",earthquake,7.9,2,0.242,5,reviewed,us,us
2/06/2018,43.9796,147.9844,15,5.4,mww,,67,3.889,0.51,us,us1000ehc2,"103km ENE of Shikotan, Russia",earthquake,7.8,1.8,0.052,35,reviewed,us,us
2/06/2018,27.602,139.7217,491.61,4.9,mb,,20,2.247,0.84,us,us1000ehhv,"253km WNW of Chichi-shima, Japan",earthquake,9.2,5.9,0.041,183,reviewed,us,us
2/06/2018,43.8343,148.1681,34.45,4.6,mb,,136,4.034,0.51,us,us1000ehcf,"116km E of Shikotan, Russia",earthquake,9.5,5.8,0.037,213,reviewed,us,us
2/06/2018,35.5395,140.2868,63.67,4.5,mb,,124,1.927,0.68,us,us1000ehje,"3km NW of Oami, Japan",earthquake,6,5.5,0.082,43,reviewed,us,us
31/05/2018,45.2293,149.9925,94.71,4.5,mb,,184,5.319,0.79,us,us1000efcp,"165km E of Kuril'sk, Russia",earthquake,12.2,10.5,0.082,44,reviewed,us,us
29/05/2018,28.9869,142.4575,25.79,4.6,mb,,136,1.899,0.56,us,us1000ee52,"212km N of Chichi-shima, Japan",earthquake,7.8,5.1,0.059,84,reviewed,us,us
29/05/2018,36.2643,141.3093,35,4.5,mb,,149,1.654,0.68,us,us1000egm8,"63km E of Oarai, Japan",earthquake,7.3,2,0.204,7,reviewed,us,us
28/05/2018,48.2736,154.1246,52.53,4.6,mb,,165,5.346,0.65,us,us1000edk4,Kuril Islands,earthquake,7.2,8.2,0.046,138,reviewed,us,us
28/05/2018,38.3019,141.869,44.19,4.6,mb,,156,0.955,0.49,us,us1000edfx,"51km ESE of Ishinomaki, Japan",earthquake,7.1,7.2,0.084,43,reviewed,us,us
27/05/2018,45.2355,124.642,10,5.3,mww,,30,3.57,1,us,us1000eczp,"14km WNW of Fuyu, China",earthquake,2,1.8,0.046,46,reviewed,us,us
27/05/2018,28.483,142.0546,35,4.6,mb,,119,1.386,0.85,us,us1000efe2,"155km N of Chichi-shima, Japan",earthquake,8.8,2,0.126,19,reviewed,us,us
26/05/2018,37.8709,141.7377,49.28,4.7,mb,,113,0.75,0.99,us,us1000ecq2,"71km SSE of Ishinomaki, Japan",earthquake,7,5.8,0.05,121,reviewed,us,us
25/05/2018,36.9333,138.6062,10,4.9,mb,,99,0.504,0.82,us,us1000ebxl,"23km ENE of Iiyama, Japan",earthquake,4.9,1.8,0.031,319,reviewed,us,us
25/05/2018,27.5625,130.1042,19.91,4.6,mb,,60,1.784,1.11,us,us1000ecb1,"108km SE of Naze, Japan",earthquake,5.5,3.6,0.081,46,reviewed,us,us
25/05/2018,26.4017,127.3475,58.06,4.6,mb,,28,0.934,1.14,us,us1000ebvj,"39km WNW of Naha-shi, Japan",earthquake,7,7.2,0.062,78,reviewed,us,us
24/05/2018,27.7142,127.7021,118.44,5,mb,,51,1.011,0.89,us,us1000eb6b,"127km NNW of Nago, Japan",earthquake,7.2,2.3,0.03,349,reviewed,us,us
24/05/2018,25.5048,126.5833,45.85,4.5,mb,,121,2.015,0.96,us,us1000ebfx,"128km WSW of Itoman, Japan",earthquake,8.9,8.2,0.075,52,reviewed,us,us
22/05/2018,35.6324,140.8261,35,4.7,mb,,130,2.232,1.22,us,us1000e9wa,"11km S of Hasaki, Japan",earthquake,6.5,2,0.104,28,reviewed,us,us
22/05/2018,41.2337,140.3652,151.89,4.6,mb,,61,0.69,1.05,us,us1000ea4r,"47km N of Kizukuri, Japan",earthquake,6.7,5.8,0.035,238,reviewed,us,us
22/05/2018,47.3129,152.0001,108.19,4.5,mb,,124,6.856,0.53,us,us1000ec17,"291km SE of Vostok, Russia",earthquake,12.1,8,0.097,31,reviewed,us,us
21/05/2018,46.4458,153.2433,10,4.6,mb,,173,7.227,0.77,us,us1000e95x,Kuril Islands,earthquake,10.6,1.9,0.063,75,reviewed,us,us
18/05/2018,45.3113,150.0394,72.37,4.7,mb,,135,5.32,0.63,us,us1000e7w6,"169km E of Kuril'sk, Russia",earthquake,10.6,7.9,0.057,92,reviewed,us,us
17/05/2018,42.6846,145.586,30,5.7,mww,,48,1.92,0.86,us,us1000e7fh,"70km S of Nemuro, Japan",earthquake,6.9,1.8,0.057,30,reviewed,us,us
17/05/2018,35.6584,140.7193,41.89,5.3,mww,,49,2.207,1.34,us,us1000e6yj,"9km SE of Asahi, Japan",earthquake,6.6,4.6,0.061,26,reviewed,us,us
16/05/2018,28.3377,128.1873,135.48,4.6,mb,,87,1.497,0.8,us,us1000e6tt,"127km W of Naze, Japan",earthquake,8.2,7.2,0.062,77,reviewed,us,us
15/05/2018,35.5025,138.9888,54.82,4.5,mb,,106,1.055,1.31,us,us1000e57m,"11km SSE of Otsuki, Japan",earthquake,3.3,7.4,0.081,44,reviewed,us,us
14/05/2018,40.0942,142.6787,40.33,5,mb,,99,1.414,0.85,us,us1000e4md,"80km NE of Miyako, Japan",earthquake,7.1,5,0.029,382,reviewed,us,us
13/05/2018,27.0795,143.6295,30.61,4.5,mb,,214,1.288,0.48,us,us1000e4bk,"140km E of Chichi-shima, Japan",earthquake,10.9,6.7,0.064,71,reviewed,us,us
12/05/2018,36.643,137.9022,9.94,5.1,mb,,49,0.261,0.67,us,us1000e3dv,"16km NNE of Omachi, Japan",earthquake,4,3.1,0.04,199,reviewed,us,us
12/05/2018,38.4847,141.9287,43.99,5,mb,,94,1.087,1.19,us,us1000e3p8,"55km E of Ishinomaki, Japan",earthquake,7,5.1,0.043,170,reviewed,us,us
12/05/2018,42.5367,144.3008,63.45,4.5,mb,,136,0.996,0.92,us,us1000e3fs,"49km S of Kushiro, Japan",earthquake,7.5,8.2,0.102,28,reviewed,us,us
11/05/2018,23.9972,125.1462,10,4.7,mb,,84,2.004,1.13,us,us1000e6k1,"90km S of Hirara, Japan",earthquake,3.2,1.9,0.08,48,reviewed,us,us
11/05/2018,32.3715,141.3859,25.16,4.5,mb,,112,1.518,0.51,us,us1000e3ab,"168km ESE of Hachijo-jima, Japan",earthquake,8.4,6.1,0.095,32,reviewed,us,us
11/05/2018,27.8913,128.1943,10,4.5,mb,,77,1.053,0.85,us,us1000e2lj,"137km WSW of Naze, Japan",earthquake,6.4,1.9,0.116,22,reviewed,us,us
10/05/2018,37.8161,141.6406,37.22,4.8,mb,,96,0.675,0.73,us,us1000e1y2,"67km ENE of Namie, Japan",earthquake,6.5,2,0.078,51,reviewed,us,us
10/05/2018,26.7001,128.2367,31.37,4.5,mb,,205,0.139,0.43,us,us1000e7lz,"28km ENE of Nago, Japan",earthquake,9.5,3.7,0.094,33,reviewed,us,us
10/05/2018,29.7665,142.1425,10,4.5,mb,,120,2.661,0.78,us,us1000e29h,"297km N of Chichi-shima, Japan",earthquake,8.8,1.9,0.082,44,reviewed,us,us
6/05/2018,31.4438,140.1932,10,5.4,mww,,59,1.697,0.84,us,us1000dz72,"185km SSE of Hachijo-jima, Japan",earthquake,2.8,1.8,0.063,24,reviewed,us,us
6/05/2018,39.6737,141.0775,96.72,5.1,mww,,24,1.114,0.84,us,us1000dzhr,"7km WSW of Morioka-shi, Japan",earthquake,5,4.2,0.057,30,reviewed,us,us
6/05/2018,28.4902,128.7629,55.3,4.6,mb,,94,1.704,0.42,us,us1000dz3q,"71km W of Naze, Japan",earthquake,7.7,4.1,0.054,103,reviewed,us,us
5/05/2018,30.6642,131.3943,38.81,4.6,mb,,74,2.492,0.59,us,us1000dyk0,"38km ESE of Nishinoomote, Japan",earthquake,6.5,5.3,0.069,63,reviewed,us,us
5/05/2018,40.1271,140.5551,12.12,4.5,mb,,122,0.767,0.82,us,us1000dz0r,"15km S of Odate, Japan",earthquake,4.2,4.5,0.1,29,reviewed,us,us
5/05/2018,37.1582,141.2053,50.05,4.5,mb,,160,0.782,0.96,us,us1000e2ud,"31km ENE of Iwaki, Japan",earthquake,7.7,8.9,0.087,39,reviewed,us,us
3/05/2018,35.6104,140.2558,60.76,4.5,mb,,117,1.906,1.13,us,us1000dxc4,"7km SW of Yachimata, Japan",earthquake,6.8,7.3,0.055,95,reviewed,us,us
3/05/2018,46.5296,152.3143,70.51,4.5,mb,,164,6.58,0.56,us,us1000dwif,Kuril Islands,earthquake,11,8.6,0.053,106,reviewed,us,us
28/04/2018,44.7718,148.0946,125.17,4.6,mb,,118,3.993,0.71,us,us1000dtvu,"53km SSE of Kuril'sk, Russia",earthquake,8.4,6.1,0.031,319,reviewed,us,us
28/04/2018,46.6033,150.9942,136.8,4.5,mb,,135,5.667,0.63,us,us1000du1i,"285km ENE of Kuril'sk, Russia",earthquake,9.9,7.5,0.042,162,reviewed,us,us
28/04/2018,31.7679,132.1058,10,4.5,mb,,102,1.706,1.14,us,us1000dttm,"66km ESE of Miyazaki-shi, Japan",earthquake,5,1.9,0.093,34,reviewed,us,us
25/04/2018,47.5222,154.096,42.82,4.9,mb,,136,6.049,0.56,us,us1000dse2,Kuril Islands,earthquake,9.4,6.5,0.044,162,reviewed,us,us
25/04/2018,48.1773,146.9715,462.45,4.8,mb,,73,3.1,0.63,us,us1000ds0g,"164km WSW of Vostok, Russia",earthquake,7.8,6.6,0.05,124,reviewed,us,us
24/04/2018,43.3482,145.7259,83,5.5,mww,,81,2.315,0.8,us,us1000dr71,"12km ENE of Nemuro, Japan",earthquake,6.2,1.9,0.057,30,reviewed,us,us
23/04/2018,50.2987,156.7769,71.75,4.5,mb,,138,2.871,0.81,us,us1000dqx1,"62km SE of Severo-Kuril'sk, Russia",earthquake,11.6,7.8,0.07,60,reviewed,us,us
22/04/2018,34.1319,139.1043,10,4.6,mb,,99,0.936,0.89,us,us1000dqe6,"60km SSE of Shimoda, Japan",earthquake,4.4,1.9,0.069,62,reviewed,us,us
21/04/2018,35.5014,141.0884,21.69,5.1,mww,,96,2.375,0.68,us,us1000dpt0,"34km SE of Hasaki, Japan",earthquake,6.3,3.9,0.062,25,reviewed,us,us
21/04/2018,26.4634,141.5756,72.44,5,mb,,91,0.832,1.05,us,us1000dpy6,"93km SW of Chichi-shima, Japan",earthquake,7.6,5.6,0.03,356,reviewed,us,us
20/04/2018,26.8512,142.5713,36.54,4.8,mb,,86,0.422,0.93,us,us1000dpjc,"43km SE of Chichi-shima, Japan",earthquake,4.5,6.2,0.048,133,reviewed,us,us
20/04/2018,42.6356,144.7041,56.64,4.5,mb,,100,1.304,0.8,us,us1000dp6q,"46km SE of Kushiro, Japan",earthquake,6.3,7.3,0.044,150,reviewed,us,us
19/04/2018,40.1954,142.4739,38.67,4.9,mb,,138,1.227,0.99,us,us1000dnk9,"76km NE of Miyako, Japan",earthquake,6.6,6.6,0.035,251,reviewed,us,us
19/04/2018,38.7575,142.3558,35,4.6,mb,,110,1.518,0.74,us,us1000drz8,"65km ESE of Ofunato, Japan",earthquake,5.7,2,0.125,19,reviewed,us,us
19/04/2018,47.4148,153.7302,71.07,4.6,mb,,171,6.241,0.61,us,us1000dnfw,Kuril Islands,earthquake,12.2,8.9,0.053,105,reviewed,us,us
19/04/2018,38.9357,144.3892,10,4.5,mb,,129,3.021,0.9,us,us1000dnl3,"218km ESE of Yamada, Japan",earthquake,8.4,1.9,0.063,74,reviewed,us,us
18/04/2018,39.7368,143.6576,10,4.7,mb,,114,2.245,0.69,us,us2000e22e,"146km E of Miyako, Japan",earthquake,7.2,1.9,0.049,125,reviewed,us,us
16/04/2018,32.7926,139.106,194.55,4.9,mb,,100,0.656,0.83,us,us2000e143,"72km WSW of Hachijo-jima, Japan",earthquake,8.5,5.5,0.031,331,reviewed,us,us
14/04/2018,34.8484,137.1366,10,4.5,mb,,56,0.508,0.83,us,us2000e03w,"8km ESE of Nishio, Japan",earthquake,4.6,1.9,0.083,43,reviewed,us,us
13/04/2018,43.1867,145.8728,47.65,5.2,mww,,47,2.321,0.94,us,us2000dzwr,"28km ESE of Nemuro, Japan",earthquake,6.8,4,0.089,12,reviewed,us,us
13/04/2018,46.5369,150.8715,106.44,5,mb,,101,5.591,0.68,us,us2000dzyr,"273km ENE of Kuril'sk, Russia",earthquake,8.6,4.9,0.025,498,reviewed,us,us
13/04/2018,39.8205,143.2679,28.95,4.7,mb,,134,1.943,0.82,us,us2000dzd9,"114km E of Miyako, Japan",earthquake,7.1,5.5,0.073,57,reviewed,us,us
13/04/2018,25.5686,142.6862,51.13,4.5,mb,,154,1.586,0.8,us,us1000dnm1,"161km ENE of Iwo Jima, Japan",earthquake,14.3,9.6,0.124,19,reviewed,us,us
12/04/2018,43.6748,139.5377,216.57,5.3,mwb,,33,2.252,0.73,us,us2000dypk,"110km NW of Iwanai, Japan",earthquake,7.2,5.8,0.11,8,reviewed,us,us
12/04/2018,38.3751,141.949,59.44,4.9,mb,,120,1.044,1.3,us,us2000dyw3,"56km E of Ishinomaki, Japan",earthquake,6.6,5.8,0.042,174,reviewed,us,us
12/04/2018,39.4384,143.1615,31.69,4.8,mb,,136,2.099,1.13,us,us2000dytz,"104km E of Yamada, Japan",earthquake,7.2,5.4,0.045,153,reviewed,us,us
11/04/2018,38.2921,141.6775,52.06,4.6,mb,,171,0.818,0.59,us,us2000e24r,"35km ESE of Ishinomaki, Japan",earthquake,7.4,7.7,0.222,6,reviewed,us,us
10/04/2018,32.7803,142.3186,10,4.5,mb,,95,2.132,0.87,us,us2000dxf6,"237km E of Hachijo-jima, Japan",earthquake,7.8,1.9,0.05,120,reviewed,us,us
9/04/2018,31.115,131.3314,48.89,4.5,mb,,109,2.04,1.27,us,us2000dx2z,"39km SSE of Kushima, Japan",earthquake,7.4,8.3,0.072,57,reviewed,us,us
8/04/2018,35.2588,132.5528,10.34,5.7,mww,,36,1.875,0.74,us,us2000dwh6,"9km NNE of Oda, Japan",earthquake,5.6,3.3,0.062,25,reviewed,us,us
8/04/2018,35.1347,132.5019,8.6,4.7,mb,,43,1.802,0.78,us,us2000dwhj,"5km S of Oda, Japan",earthquake,6,4.7,0.05,121,reviewed,us,us
8/04/2018,35.1024,132.4956,10,4.6,mb,,34,1.781,1.28,us,us2000dwhr,"8km S of Oda, Japan",earthquake,5.3,1.9,0.062,78,reviewed,us,us
8/04/2018,35.0732,132.5707,10,4.5,mb,,47,1.719,1.1,us,us2000dwku,"13km SSE of Oda, Japan",earthquake,4.9,1.4,0.077,50,reviewed,us,us
